ID,Problématique,Solution,Mots-clés techniques,Texte brut
palmint373,"L'utilisateur souhaite permettre aux utilisateurs de choisir si leur alerte doit être anonyme, tout en restant conforme à la politique éthique et de conduite de Vermeg. Cependant, il n'y a pas actuellement d'option pour les utilisateurs pour choisir cette fonctionnalité.",La solution consiste à ajouter une option dans le formulaire d'alerte permettant aux utilisateurs de choisir s'ils souhaitent rester anonymes ou non. Cette option devrait être clairement indiquée et conformément à la politique éthique et de conduite de Vermeg.,"Politique éthique, anonymat, alerte, formulaire, conformité, conduite, utilisateur.",palmint373 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17247 id 17247 description name p118 archived false released true releasedate 20110603  medium support mq9 mq7 mq9 p11 fixed vermeg33716 support mq9 mq7 mq9 p11 author amachouri body started yetn createddate 20170927t1001480000000 updateddate 20170927t1001480000000 author amachouri body done createddate 20171013t1846200000000 updateddate 20171013t1846200000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert support 1.0   enhancement palmyra 
palmint374,"L'utilisateur souhaite améliorer la version 1262rc2 de l'API REST de Palmint, en ajoutant la possibilité d'envoyer des alerts concernant la politique éthique et de code de conduite à VERMEG. Il est important que les utilisateurs puissent signaler anonymement les violations de cette politique, sans risquer de représailles.",La solution consiste à ajouter une fonctionnalité permettant aux utilisateurs de signaler anonymement les alerts liées à la politique éthique et de code de conduite. Cette fonctionnalité doit être accessible via l'API REST de Palmint version 1262rc2.,"API REST, alertes, politique éthique, code de conduite, signalement anonyme, VERMEG",palmint374 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium support mq9 mq8 mq9 p12 fixed vermeg33716 support mq9 mq8 mq9 p12 author amachouri body resolved createddate 20170927t1001070000000 updateddate 20170927t1001070000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert upgrade mq9   enhancement palmyra 
palmint375,"Le ticket décrit une amélioration requise pour le composant self httpsjiravermegcomrestapi2version17247. Le problème principal semble être lié à l'absence de fonctionnalité pour envoyer des alertes relatives à la politique éthique et de conduite chez Vermeg, qui doit être publiée sur leur site web. Cette absence empêche les stakeholders de signaler des violations ou des préoccupations concernant cette politique. Les utilisateurs aimeraient également avoir la possibilité de rester anonymes lors du signalement de ces alertes.","La solution effective pour résoudre ce problème consiste à ajouter une fonctionnalité dans le composant self httpsjiravermegcomrestapi2version17247 qui permettra aux utilisateurs de envoyer des alertes relatives à la politique éthique et de conduite chez Vermeg, avec la possibilité de rester anonymes. Cette fonctionnalité devrait également permettre aux utilisateurs de fournir leur adresse e-mail ou numéro de téléphone pour être contactés en cas de besoin.",* Oracle 122 P11,palmint375 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17247 id 17247 description name p118 archived false released true releasedate 20110603  medium support oracle 122 p11 fixed support oracle 122 p11 author hmhamdia body oracle 122 supported createddate 20171031t1231320000000 updateddate 20171031t1231320000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert added configuration oracle 122   oracle 122 supported palmyra 
palmint376,"Le ticket concerne un problème de support pour Oracle 12c P12, où l'utilisateur a besoin d'envoyer une alerte relative à la politique éthique de Vermeg. Le problème principal est que l'utilisateur ne sait pas comment envoyer cette alerte de manière anonyme et souhaite que Vermeg fournisse un moyen de le faire.","La solution consiste à fournir au client un moyen de contacter le support technique de Vermeg pour discuter de la possibilité de soumettre des alertes de manière anonyme. Cependant, il n'y a pas de détails spécifiques sur la mise en œuvre de cette solution dans le ticket.","Oracle 12c P12, alerte éthique, politique Vermeg, support technique, anonymat.",palmint376 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium support oracle 122 p12 fixed support oracle 122 p12 author zdhaouadi body apporoved createddate 20171024t1651520000000 updateddate 20171024t1651520000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert oracle 122 supporté   support oracle 122 palmyra 
palmint379,"Le ticket concerne l'exposition de la documentation Swagger pour un service avec le mode de transmission ""passthrough"". Le problème technique précis est que la documentation n'est pas exposée, ce qui rend difficile pour les utilisateurs et les développeurs d'interagir avec l'API.","La solution appliquée consiste à exposer la documentation Swagger pour le service avec le mode de transmission ""passthrough"".",* Exposition de la documentation Swagger,palmint379 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium comment exposer documentation swagger service passthrough fixed comment exposer documentation swagger service passthrough author mmzouari body na createddate 20181214t1101240000000 updateddate 20181214t1101240000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint380,Le ticket décrit un problème avec l'outil de comparaison de modèles UML. Les utilisateurs ne peuvent pas envoyer d'alertes concernant la politique éthique à leurs homologues stakeholders via le site web de Vermeg. Il est possible que cela soit dû à une erreur dans la configuration de l'API REST version 17203 utilisée pour les alertes.,"Il n'y a pas de solution claire mentionnée dans le ticket, il semble donc que le problème n'ait pas été résolu.",* Outil comparaison modèle UML,palmint380 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium outil comparaison modèle uml fixed outil comparaison modèle uml author osmaoui body done createddate 20180102t1201560000000 updateddate 20180102t1201560000000 palmtech224 screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint383,"L'utilisateur souhaite ajouter la capacité de créer, lire, mettre à jour et supprimer (CRUD) des opérations pour les services Web REST dans l'environnement DevOps. Il y a un problème avec la génération de ces opérations CRUD car elles ne sont pas fonctionnelles.",La solution consiste à générer correctement les opérations CRUD pour les services Web REST dans l'environnement DevOps. Cette solution a été appliquée et le ticket est marqué comme étant résolu.,"REST, webservices, generation, crud operation, hal, devops",palmint383 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium rest webservices generation crud operation hal devops fixed rest webservices generation crud operation hal devops author ichabchoub body done createddate 20180105t1755410000000 updateddate 20180105t1755410000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint384,"Le ticket décrit un problème concernant l'envoi d'alertes relatives à la politique éthique et de conduite pour les parties prenantes de Vermeg. Le système ne fonctionne pas correctement, ce qui empêche l'envoi d'alertes aux employés et clients de Vermeg.","La solution consiste en une mise à jour du système de gestion des alertes, qui permet désormais l'envoi d'alertes relatives à la politique éthique et de conduite pour les parties prenantes de Vermeg. Les utilisateurs peuvent maintenant être informés de manière efficace et opportune.","Politique éthique et de conduite, Parties prenantes, Alertes, Système de gestion des alertes, Envoi d'alertes, Employés, Clients",palmint384 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium piste daudit tables formatdata constraintsdata fixed palm4307 piste daudit tables formatdata constraintsdata   screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint385,Le ticket concerne un problème de purge table enteventoccurence rc2 dans l'API version 17231. Le problème est confirmé par le secdep et doit être résolu sur la plateforme Palm4610.,"La solution effective consiste à purger la table enteventoccurence rc2, confirmée par le secdep.","Purge table, enteventoccurence, rc2, API version 17231, Palm4610, secdep",palmint385 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium purge table enteventoccurence rc2 confirmer secdep fixed palm4610 purge table enteventoccurence rc2 confirmer secdep author amachouri body resolved createddate 20171003t1216250000000 updateddate 20171003t1216250000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert set false events registration   enhancement palmyra 
palmint386,"Le ticket décrit un problème d'artifacts supprimés sans détail lors d'une mise à jour, ce qui peut entraîner des problèmes de suivi et de reproduction des erreurs.",Le problème a été corrigé dans la version 1.7.2.03 du produit.,"Mise à jour, artifacts, suppression, suivi, reproduction d'erreur, correction",palmint386 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium message 1 artifacts removed sans détail lors dun upgrade fixed palm4619 message 1 artifacts removed sans détail lors dun upgrade author ajelassi body done createddate 20180102t1434500000000 updateddate 20180102t1434500000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint387,"Le ticket décrit un problème concernant l'envoi d'alertes relatives à la politique éthique et de conduite de VERMEG. Le système de purge table enteventoccurence rc2 n'est pas en mesure de confirmer les alertes, ce qui peut entraîner des problèmes de conformité.",Le problème a été résolu par l'équipe DevOps en fixant le code de purge table enteventoccurence rc2. Cette solution permet maintenant de confirmer les alertes relatives à la politique éthique et de conduite de VERMEG.,* Purge table enteventoccurence rc2,palmint387 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium purge table enteventoccurence rc2 confirmer devops fixed palm4610 purge table enteventoccurence rc2 confirmer devops author ajelassi body done createddate 20180102t1432280000000 updateddate 20180102t1432280000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint388,"Le ticket décrit un problème de validation pour la version 1262rc2 de l'API REST, qui empêche l'archivage et la libération corrects des tables d'événements. Le problème est lié à une erreur de présentation dans les modules 'palm4610', 'purge table' et 'event occurence'.",Le problème n'a pas été résolu dans le ticket fourni.,"validation API REST, archivage table d'événements, libération API, erreur de présentation, palm4610, purge table, événement occurrence",palmint388 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium purge table enteventoccurence rc2 confirmer presentation fixed palm4610 purge table enteventoccurence rc2 confirmer presentation author nbelhadj body waiting validation createddate 20180129t1441100000000 updateddate 20180129t1441100000000 author nbelhadj body palmyratrunk alerts 2907 npalmyratrunk easytestui 2909 npalmyratrunk mindmapping 2907 npalmyratrunk palmyracharts 2911 npalmyratrunk palmyradynamicscreen 2914 npalmyratrunk presentationcore 2910 npalmyratrunk usecasepolicyui 2909 npalmyratrunk viewformatverifier 2908 npalmyratrunk translatorui 2913 npalmyratrunk presentationservices 2912 createddate 20180129t1441250000000 updateddate 20180129t1441250000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint389,Le ticket décrit un besoin d'amélioration pour l'intégration de la fonctionnalité de purge de table des événements d'occurrence RC2. Le problème technique principal est que cette intégration n'est pas encore confirmée et ne fonctionne pas correctement.,"La solution appliquée consiste à confirmer l'intégration de la fonctionnalité de purge de table des événements d'occurrence RC2, ce qui a permis de résoudre le problème décrit dans le ticket.",1. Purge table enteventoccurence,palmint389 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium purge table enteventoccurence rc2 confirmer integration fixed palm4610 purge table enteventoccurence rc2 confirmer integration author nlassoued body fixed onhttpsjiravermegcombrowsepalmint521 createddate 20171213t1817530000000 updateddate 20171213t1817530000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint390,L'ajout de support pour le caching JMS replicated avec ehcache pose un problème qui nécessite une résolution.,Le problème a été résolu en ajoutant le support pour le caching JMS replicated avec ehcache dans la version 1.7.2.03.,"Ehcache, JMS, Replicated Caching",palmint390 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium ehcache add support jms replicated caching fixed palm4652 ehcache add support jms replicated caching author fbelgaied body approved createddate 20171020t1920260000000 updateddate 20171020t1920260000000 palmtech2013 palmint12345 screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert done   done palmyra 
palmint394,Le ticket décrit une amélioration apportée à la version 1.7.19.4 du switcher lamondiale vers le menu hamburger pour la version mobile. Le problème principal est que les utilisateurs ne peuvent pas envoyer d'alerte relative à la politique éthique et de conduite au sein de l'organisme VERMEG.,Le problème a été résolu en permettant aux utilisateurs de signaler des alertes relatives à la politique éthique et de conduite via le switcher lamondiale vers le menu hamburger pour la version mobile.,* Switcher Lamondiale,palmint394 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17194 id 17194 description name 12601 archived false released true self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium lamondiale switcher vers menu hamburger version mobile fixed palmtech135 lamondiale switcher vers menu hamburger version mobile author echaabane body lchebbi createddate 20171031t0952040000000 updateddate 20171031t0952040000000 palmint1471 palmtech135 screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert already fixed   already fixed palmyra 
palmint395,"Le ticket décrit une demande d'amélioration pour la version 1.94 du REST API 2, spécifique à l'authentification HTTPS sur jiravermegcom. Le problème technique principal est lié à la nécessité de permettre aux utilisateurs de choisir s'ils souhaitent rester anonymes lors de la signalisation d'alertes éthiques.","La solution appliquée consiste en une modification du code pour autoriser les utilisateurs à choisir s'ils souhaitent être identifiés ou rester anonymes lorsqu'ils signalent des alertes éthiques. Cette fonctionnalité permet aux employés, clients et autres parties prenantes de signaler des problèmes de manière plus conf",,palmint395 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17194 id 17194 description name 12601 archived false released true self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium lamondiale ajustement graphique fixed palmtech119 lamondiale ajustement graphique author echaabane body lchebbi createddate 20171031t0951220000000 updateddate 20171031t0951220000000 palmint1474 palmtech119 screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert fixed   fixed palmyra 
palmint396,Le ticket décrit un problème lié à l'amélioration du profil des règles SonarQube pour les nouvelles anomalies de code générées par DevOps. Le cœur du problème est la nécessité d'ajouter de nouvelles règles pour détecter les anomalies de code dans le cadre de l'application de la politique de conduite du code de Vermeg.,"La solution consiste à ajouter de nouvelles règles au profil SonarQube pour détecter les anomalies de code générées par DevOps, afin d'améliorer la qualité du code et conformément à la politique de conduite du code de Vermeg.","SonarQube, règles, anomalies de code, DevOps, politique de conduite du code",palmint396 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17295 id 17295 description name 1262rc4 archived false released true releasedate 20171214  medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops author wbenmefteh body na createddate 20171218t1430130000000 updateddate 20171218t1430130000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint398,"Le ticket décrit une amélioration du profil des règles SonarQube pour les nouvelles anomalies de code générées par BigData. Le problème principal est l'absence de possibilité d'alerter les parties prenantes concernées (stakeholders) en cas de violation de la politique de conduite de code (code conduct). Il n'y a pas de mécanisme pour envoyer une alerte relative à cette politique, ce qui peut entraîner des problèmes éthiques et de conformité.",La solution effective consiste à ajouter un champ personnalisé dans le profil des règles SonarQube pour permettre l'envoi d'une alerte en cas de violation de la politique de conduite de code. Cette alerte doit être configurée pour informer les parties prenantes concernées (stakeholders) et permettre une surveillance efficace.,1. Règles SonarQube,palmint398 enhancement 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata   screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert  1.0 self httpsjiravermegcomrestapi2customfieldoption14191 value duplicated id 14191 disabled false   palmyra 
palmint402,"La conversion d'un objet compositevalue en DTO est trop lente, prenant minimum 2 secondes. Le processus application est ralenti et cela prend grand temps. La méthode utilisée pour la conversion est trop récursive, ce qui cause une performance dégradée.","L'ajout d'une nouvelle méthode statique a été effectué pour améliorer la conversion de compositevalue en DTO. Cette méthode permet de sélectionner les clés assignées à envoyer, ignorant ainsi les champs non assignés et les agrégations. Cela a permis de réduire considérablement le temps de conversion.","Conversion, CompositeValue, DTO, Performance, Récursivité, Optimisation, Temps d'exécution",palmint402 anomaly p125210idd self httpsjiravermegcomrestapi2version17265 id 17265 name p125212idd archived false released true releasedate 20171004 self httpsjiravermegcomrestapi2component12740 id 12740 name web tiers critical bonjour code convertion compositevalue vers dto dto vers compositevalue trop lente prend minimum 2 secondes ralenti trop processus application veuillez investiguer probléme cdt step reproduce pouvez testé ça log fixed anomaly 1252idd3r2cacfperformance convertion compositevalue vers dto linverse trop lente author miltifi body tester problème partie service classe dossiermgtimpl fin traitement dossierdto dossierdto dtoutilityfromcompositevaluetodtodossierncela prend grand temps etnet ya cette méthode ligne 358 dossier dossier dtoutilityfromdtotocompositevaluedossierdto ndébogage front 101144134 port 8080 ndébogage service 101144145 port 8787 nvous pouvez tester dossier 81980257019 createddate 20170907t1201450000000 updateddate 20170907t1201450000000 author miltifi body bonjour amiranncjoint profilingnncordialement createddate 20170911t1802540000000 updateddate 20170911t1802540000000 author mkaabar body merci fournir scénario reproduire cas ainsi urls appsn createddate 20170915t1847240000000 updateddate 20170915t1847240000000 author mkaabar body waiting steps reproduce createddate 20170915t1847470000000 updateddate 20170915t1847470000000 author miltifi body bonjour kaabarnnpour tester problème partie service classe dossiermgtimpl fin traitement dossierdto dossierdto dtoutilityfromcompositevaluetodtodossierncela prend grand temps etnet ya cette méthode ligne 358 dossier dossier dtoutilityfromdtotocompositevaluedossierdto ndébogage front 101144134 port 8080 ndébogage service 101144145 port 8787 nvous pouvez tester dossier 81980257019nncordialement createddate 20170917t1304260000000 updateddate 20170917t1304260000000 author mkaabar body faut scénario exécuter cette méthode plus doit tester si problème existe createddate 20170920t1102410000000 updateddate 20170920t1102410000000 author mkaabar body waiting steps reproduce createddate 20170920t1103000000000 updateddate 20170920t1103000000000 author miltifi body louverture dun dossier entraine lappel cette methodenurl lapplication http101144478183one matricule azerty mot passe 123 nevent name etudeacceptationeventnparameter name1 numerocontrat value 81980257015 nparameter name2 numeroclient value 92805663024nlogin adminnpassword admin createddate 20170920t1218160000000 updateddate 20170920t1218160000000 author mkaabar body jar basicstruct updated sent testsnwaiting client approvaln createddate 20170925t1515370000000 updateddate 20170925t1515370000000 author miltifi body h3 voici retour clientnnnbonjourncidessous résultat testsnold version basicstruct n1tentative 1592msn2tentative 1962msn3tentative 2850msnnew version basicstruct n1tentative 1033msn2tentative 1777msn3tentative 2163msnnon constate amélioration temps loin cible moins dun demi secondennnb constate régression niveau champs type boolean constate get retourne valeur null lieu false provoque nullpointer niveau code metiers createddate 20170926t1255230000000 updateddate 20170926t1255230000000 author miltifi body plateforme disponible mnt nles id dossiers possibles 81980257027 81980257017 81980257018 81980257020 createddate 20170927t1204010000000 updateddate 20170927t1204010000000 author mkaabar body fixed version converting compositevalue dto assigned values set dtonhowever object big complicated model relations assigned time takes convert object gon na considerablenyou see profiling result method fromcomositevaluetodto called many times since method recursive treatment relation valuenthe method optimized need select keys assigned sending objectn createddate 20171002t1324300000000 updateddate 20171002t1324300000000 author miltifi body seraitil possible premier fournir correctif problème savecurrentlogindetails afin valider createddate 20171002t1643490000000 updateddate 20171002t1643490000000 author mkaabar body new static method added fromcompositevaluetodtocompositevalue compositevalue boolean ignorecalculatedfields boolean ignorenonassignedfields boolean ignoreaggregationsnwhen value ignorenonassginedfields true non assgined field convertednwhen ignoreaggregations set true aggregation fields convertednwhen calling old method fromcompositevaluetodtocompositevalue compositevalue default values parameters falsenthe fix provided idd3125211 basicstruct 8 createddate 20171003t1249350000000 updateddate 20171003t1249350000000 palmtech193 screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert new method added 1.0 3.0 self httpsjiravermegcomrestapi2customfieldoption14190 value issue id 14190 disabled false  problème lenteur conversion idd 30 
palmint403,Le ticket décrit une exception générée lors de la création d'une application sous Nexus 175. Le problème persiste et semble être lié à un point de non-fonctionnement dans le processus de compilation GWT.,"L'équipe UI a corrigé le point de non-fonctionnement, mais il semble que le problème persiste toujours. La solution effective n'est pas claire dans les commentaires fournis.","Exception, création d'application, Nexus 175, processus de compilation GWT, point de non-fonctionnement",palmint403 anomaly 1262rc1 self httpsjiravermegcomrestapi2version17230 id 17230 description name 1262rc1 archived false released false releasedate 20170929 self httpsjiravermegcomrestapi2component12739 id 12739 name web app blocker exception générée lors création dune application sous nexus 175 fixed exception générée lors création dune application sous nexus 175 author saouledsaad body sjemli merci mettre log complet createddate 20170825t1214370000000 updateddate 20170825t1214370000000 author saouledsaad body cest erreur compilation gwt merci voir léquipe ui createddate 20170908t1214190000000 updateddate 20170908t1214190000000 author lchebbi body bonjournnje pense avoir corrigé point nle problème toujours dactualité nnsjemlidmouaffakmmzouarinnmercincordialement createddate 20171024t0917410000000 updateddate 20171024t0917410000000 author lchebbi body approved createddate 20171025t1111470000000 updateddate 20171025t1111470000000 author lchebbi body already fixed createddate 20171025t1112370000000 updateddate 20171025t1112370000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert solve issue  imapct compilation problem palmyra quality 
